=== Log tail 2026-09-18T15:24:32.404088 | last 200 lines ===
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\PC\AppData\Roaming\Python\Python311\site-packages\requests\models.py", line 826, in generate
    raise ConnectionError(e)
requests.exceptions.ConnectionError: HTTPSConnectionPool(host='codeload.github.com', port=443): Read timed out.
2026-09-18 15:17:04,763 - INFO - [global] LogUploader: upload_run_logs завершён
2026-09-18 15:17:05,578 - INFO - [global] Проверяю обновы...
2026-09-18 15:17:06,627 - DEBUG - [global] needs_update: raw → 5.10.7
2026-09-18 15:17:07,664 - DEBUG - [global] needs_update: API GitHub → 5.10.7
2026-09-18 15:17:08,663 - DEBUG - [global] needs_update: jsdelivr → 5.9.1
2026-09-18 15:17:08,663 - DEBUG - [global] needs_update: лучший источник raw → 5.10.7 (из 3)
2026-09-18 15:17:08,667 - INFO - [global] needs_update: local=(5, 10, 6) remote=(5, 10, 7) -> has_update=True
2026-09-18 15:17:08,668 - INFO - [global] Доступна обнова! Спавню кнопку
2026-09-18 15:17:23,142 - INFO - [global] Сделан бэкап текущей версии в C:\Users\PC\Desktop\L2Mauto\backups\update_backup_5.10.6.zip
2026-09-18 15:17:30,887 - INFO - [global] Создан apply_update.bat: C:\Users\PC\Desktop\L2Mauto\apply_update.bat
2026-09-18 15:17:30,887 - INFO - [global] Накатил обнпату через apply_update.bat, закрываюсь для рестарта...
2026-09-18 15:17:37,810 - INFO - [global] Драйвер работает! | Клава=1 | Мышь=11
2026-09-18 15:17:39,988 - INFO - [global] Запустил чекер обнов
2026-09-18 15:17:39,989 - INFO - [global] Проверяю обновы...
2026-09-18 15:17:41,322 - INFO - [global] Запустил периодический загрузчик логов
2026-09-18 15:17:42,386 - DEBUG - [global] needs_update: raw → 5.10.7
2026-09-18 15:17:43,526 - DEBUG - [global] needs_update: raw → 5.10.7
2026-09-18 15:17:43,746 - DEBUG - [global] needs_update: API GitHub → 5.10.7
2026-09-18 15:17:45,099 - DEBUG - [global] needs_update: API GitHub → 5.10.7
2026-09-18 15:17:45,302 - DEBUG - [global] needs_update: jsdelivr → 5.9.1
2026-09-18 15:17:45,303 - DEBUG - [global] needs_update: лучший источник raw → 5.10.7 (из 3)
2026-09-18 15:17:45,330 - INFO - [global] needs_update: local=(5, 10, 7) remote=(5, 10, 7) -> has_update=False
2026-09-18 15:17:45,465 - INFO - [global] Установлена последняя версия бота | 5.10.7
2026-09-18 15:17:46,585 - DEBUG - [global] needs_update: jsdelivr → 5.9.1
2026-09-18 15:17:46,586 - DEBUG - [global] needs_update: лучший источник raw → 5.10.7 (из 3)
2026-09-18 15:17:46,601 - INFO - [global] needs_update: local=(5, 10, 7) remote=(5, 10, 7) -> has_update=False
2026-09-18 15:18:11,508 - INFO - [global] LogUploader: запускаю upload_run_logs...
2026-09-18 15:18:11,513 - DEBUG - [global] log_uploader: START window=periodic made=-1 token=...Rjnfq
2026-09-18 15:18:11,513 - DEBUG - [global] log_uploader: STEP 1 SKIP (no C:\Users\PC\Desktop\L2Mauto\logs\periodic.log)
2026-09-18 15:18:11,515 - DEBUG - [global] log_uploader: STEP 2 SKIP (no PNGs)
2026-09-18 15:18:12,897 - DEBUG - [global] _api_put: GET runs/20260918_151811_fail_global.log -> 404
2026-09-18 15:18:14,865 - DEBUG - [global] _api_put: PUT runs/20260918_151811_fail_global.log -> 201 (16247 bytes)
2026-09-18 15:18:14,870 - DEBUG - [global] log_uploader: STEP 3 (global log) -> https://github.com/StarateJI/L2Mauto/blob/bot-logs/runs/20260918_151811_fail_global.log
2026-09-18 15:18:14,870 - DEBUG - [global] log_uploader: END window=periodic
2026-09-18 15:18:14,870 - INFO - [global] LogUploader: upload_run_logs завершён
2026-09-18 15:18:15,499 - INFO - [global] Проверяю обновы...
2026-09-18 15:18:16,722 - DEBUG - [global] needs_update: raw → 5.10.7
2026-09-18 15:18:17,742 - DEBUG - [global] needs_update: API GitHub → 5.10.7
2026-09-18 15:18:18,944 - DEBUG - [global] needs_update: jsdelivr → 5.9.1
2026-09-18 15:18:18,945 - DEBUG - [global] needs_update: лучший источник raw → 5.10.7 (из 3)
2026-09-18 15:18:18,954 - INFO - [global] needs_update: local=(5, 10, 7) remote=(5, 10, 7) -> has_update=False
2026-09-18 15:18:18,955 - INFO - [global] Установлена последняя версия бота | 5.10.7
2026-09-18 15:18:48,991 - INFO - [global] Проверяю обновы...
2026-09-18 15:18:50,014 - DEBUG - [global] needs_update: raw → 5.10.7
2026-09-18 15:18:51,583 - DEBUG - [global] needs_update: API GitHub → 5.10.7
2026-09-18 15:18:53,209 - DEBUG - [global] needs_update: jsdelivr → 5.9.1
2026-09-18 15:18:53,209 - DEBUG - [global] needs_update: лучший источник raw → 5.10.7 (из 3)
2026-09-18 15:18:53,215 - INFO - [global] needs_update: local=(5, 10, 7) remote=(5, 10, 7) -> has_update=False
2026-09-18 15:18:53,221 - INFO - [global] Установлена последняя версия бота | 5.10.7
2026-09-18 15:19:14,992 - INFO - [global] LogUploader: запускаю upload_run_logs...
2026-09-18 15:19:14,996 - DEBUG - [global] log_uploader: START window=periodic made=-1 token=...Rjnfq
2026-09-18 15:19:14,997 - DEBUG - [global] log_uploader: STEP 1 SKIP (no C:\Users\PC\Desktop\L2Mauto\logs\periodic.log)
2026-09-18 15:19:15,000 - DEBUG - [global] log_uploader: STEP 2 SKIP (no PNGs)
2026-09-18 15:19:16,444 - DEBUG - [global] _api_put: GET runs/20260918_151914_fail_global.log -> 404
2026-09-18 15:19:18,419 - DEBUG - [global] _api_put: PUT runs/20260918_151914_fail_global.log -> 201 (16979 bytes)
2026-09-18 15:19:18,449 - DEBUG - [global] log_uploader: STEP 3 (global log) -> https://github.com/StarateJI/L2Mauto/blob/bot-logs/runs/20260918_151914_fail_global.log
2026-09-18 15:19:18,450 - DEBUG - [global] log_uploader: END window=periodic
2026-09-18 15:19:18,450 - INFO - [global] LogUploader: upload_run_logs завершён
2026-09-18 15:19:23,282 - INFO - [global] Проверяю обновы...
2026-09-18 15:19:24,310 - DEBUG - [global] needs_update: raw → 5.10.7
2026-09-18 15:19:25,341 - DEBUG - [global] needs_update: API GitHub → 5.10.7
2026-09-18 15:19:26,388 - DEBUG - [global] needs_update: jsdelivr → 5.10.2
2026-09-18 15:19:26,388 - DEBUG - [global] needs_update: лучший источник raw → 5.10.7 (из 3)
2026-09-18 15:19:26,393 - INFO - [global] needs_update: local=(5, 10, 7) remote=(5, 10, 7) -> has_update=False
2026-09-18 15:19:26,394 - INFO - [global] Установлена последняя версия бота | 5.10.7
2026-09-18 15:19:56,446 - INFO - [global] Проверяю обновы...
2026-09-18 15:19:57,473 - DEBUG - [global] needs_update: raw → 5.10.7
2026-09-18 15:19:58,540 - DEBUG - [global] needs_update: API GitHub → 5.10.7
2026-09-18 15:19:59,575 - DEBUG - [global] needs_update: jsdelivr → 5.10.2
2026-09-18 15:19:59,575 - DEBUG - [global] needs_update: лучший источник raw → 5.10.7 (из 3)
2026-09-18 15:19:59,580 - INFO - [global] needs_update: local=(5, 10, 7) remote=(5, 10, 7) -> has_update=False
2026-09-18 15:19:59,581 - INFO - [global] Установлена последняя версия бота | 5.10.7
2026-09-18 15:20:18,555 - INFO - [global] LogUploader: запускаю upload_run_logs...
2026-09-18 15:20:18,558 - DEBUG - [global] log_uploader: START window=periodic made=-1 token=...Rjnfq
2026-09-18 15:20:18,558 - DEBUG - [global] log_uploader: STEP 1 SKIP (no C:\Users\PC\Desktop\L2Mauto\logs\periodic.log)
2026-09-18 15:20:18,559 - DEBUG - [global] log_uploader: STEP 2 SKIP (no PNGs)
2026-09-18 15:20:19,976 - DEBUG - [global] _api_put: GET runs/20260918_152018_fail_global.log -> 404
2026-09-18 15:20:21,865 - DEBUG - [global] _api_put: PUT runs/20260918_152018_fail_global.log -> 201 (17241 bytes)
2026-09-18 15:20:21,871 - DEBUG - [global] log_uploader: STEP 3 (global log) -> https://github.com/StarateJI/L2Mauto/blob/bot-logs/runs/20260918_152018_fail_global.log
2026-09-18 15:20:21,871 - DEBUG - [global] log_uploader: END window=periodic
2026-09-18 15:20:21,871 - INFO - [global] LogUploader: upload_run_logs завершён
2026-09-18 15:20:29,609 - INFO - [global] Проверяю обновы...
2026-09-18 15:20:30,634 - DEBUG - [global] needs_update: raw → 5.10.7
2026-09-18 15:20:31,647 - DEBUG - [global] needs_update: API GitHub → 5.10.7
2026-09-18 15:20:32,646 - DEBUG - [global] needs_update: jsdelivr → 5.10.2
2026-09-18 15:20:32,646 - DEBUG - [global] needs_update: лучший источник raw → 5.10.7 (из 3)
2026-09-18 15:20:32,652 - INFO - [global] needs_update: local=(5, 10, 7) remote=(5, 10, 7) -> has_update=False
2026-09-18 15:20:32,653 - INFO - [global] Установлена последняя версия бота | 5.10.7
2026-09-18 15:21:02,674 - INFO - [global] Проверяю обновы...
2026-09-18 15:21:03,687 - DEBUG - [global] needs_update: raw → 5.10.7
2026-09-18 15:21:04,751 - DEBUG - [global] needs_update: API GitHub → 5.10.7
2026-09-18 15:21:05,784 - DEBUG - [global] needs_update: jsdelivr → 5.10.2
2026-09-18 15:21:05,784 - DEBUG - [global] needs_update: лучший источник raw → 5.10.7 (из 3)
2026-09-18 15:21:05,789 - INFO - [global] needs_update: local=(5, 10, 7) remote=(5, 10, 7) -> has_update=False
2026-09-18 15:21:05,790 - INFO - [global] Установлена последняя версия бота | 5.10.7
2026-09-18 15:21:21,925 - INFO - [global] LogUploader: запускаю upload_run_logs...
2026-09-18 15:21:21,928 - DEBUG - [global] log_uploader: START window=periodic made=-1 token=...Rjnfq
2026-09-18 15:21:21,928 - DEBUG - [global] log_uploader: STEP 1 SKIP (no C:\Users\PC\Desktop\L2Mauto\logs\periodic.log)
2026-09-18 15:21:21,928 - DEBUG - [global] log_uploader: STEP 2 SKIP (no PNGs)
2026-09-18 15:21:23,324 - DEBUG - [global] _api_put: GET runs/20260918_152121_fail_global.log -> 404
2026-09-18 15:21:25,291 - DEBUG - [global] _api_put: PUT runs/20260918_152121_fail_global.log -> 201 (17221 bytes)
2026-09-18 15:21:25,296 - DEBUG - [global] log_uploader: STEP 3 (global log) -> https://github.com/StarateJI/L2Mauto/blob/bot-logs/runs/20260918_152121_fail_global.log
2026-09-18 15:21:25,297 - DEBUG - [global] log_uploader: END window=periodic
2026-09-18 15:21:25,297 - INFO - [global] LogUploader: upload_run_logs завершён
2026-09-18 15:21:35,815 - INFO - [global] Проверяю обновы...
2026-09-18 15:21:36,838 - DEBUG - [global] needs_update: raw → 5.10.7
2026-09-18 15:21:37,845 - DEBUG - [global] needs_update: API GitHub → 5.10.7
2026-09-18 15:21:38,842 - DEBUG - [global] needs_update: jsdelivr → 5.10.2
2026-09-18 15:21:38,843 - DEBUG - [global] needs_update: лучший источник raw → 5.10.7 (из 3)
2026-09-18 15:21:38,847 - INFO - [global] needs_update: local=(5, 10, 7) remote=(5, 10, 7) -> has_update=False
2026-09-18 15:21:38,847 - INFO - [global] Установлена последняя версия бота | 5.10.7
2026-09-18 15:22:08,872 - INFO - [global] Проверяю обновы...
2026-09-18 15:22:09,888 - DEBUG - [global] needs_update: raw → 5.10.7
2026-09-18 15:22:11,000 - DEBUG - [global] needs_update: API GitHub → 5.10.7
2026-09-18 15:22:12,385 - DEBUG - [global] needs_update: jsdelivr → 5.10.2
2026-09-18 15:22:12,385 - DEBUG - [global] needs_update: лучший источник raw → 5.10.7 (из 3)
2026-09-18 15:22:12,414 - INFO - [global] needs_update: local=(5, 10, 7) remote=(5, 10, 7) -> has_update=False
2026-09-18 15:22:12,415 - INFO - [global] Установлена последняя версия бота | 5.10.7
2026-09-18 15:22:20,654 - INFO - [global] Запуск через 3 сек. | ['Tommi']
2026-09-18 15:22:23,720 - INFO - [global] Создал мышь
2026-09-18 15:22:23,720 - INFO - [global] Инициализировал созданную мышь!
2026-09-18 15:22:25,518 - INFO - [global] LogUploader: запускаю upload_run_logs...
2026-09-18 15:22:25,522 - DEBUG - [global] log_uploader: START window=periodic made=-1 token=...Rjnfq
2026-09-18 15:22:25,523 - DEBUG - [global] log_uploader: STEP 1 SKIP (no C:\Users\PC\Desktop\L2Mauto\logs\periodic.log)
2026-09-18 15:22:25,523 - DEBUG - [global] log_uploader: STEP 2 SKIP (no PNGs)
2026-09-18 15:22:26,887 - DEBUG - [global] _api_put: GET runs/20260918_152225_fail_global.log -> 404
2026-09-18 15:22:28,887 - DEBUG - [global] _api_put: PUT runs/20260918_152225_fail_global.log -> 201 (17605 bytes)
2026-09-18 15:22:28,892 - DEBUG - [global] log_uploader: STEP 3 (global log) -> https://github.com/StarateJI/L2Mauto/blob/bot-logs/runs/20260918_152225_fail_global.log
2026-09-18 15:22:28,893 - DEBUG - [global] log_uploader: END window=periodic
2026-09-18 15:22:28,893 - INFO - [global] LogUploader: upload_run_logs завершён
2026-09-18 15:22:42,533 - INFO - [global] Проверяю обновы...
2026-09-18 15:22:43,578 - DEBUG - [global] needs_update: raw → 5.10.7
2026-09-18 15:22:44,732 - DEBUG - [global] needs_update: API GitHub → 5.10.7
2026-09-18 15:22:45,855 - DEBUG - [global] needs_update: jsdelivr → 5.10.2
2026-09-18 15:22:45,855 - DEBUG - [global] needs_update: лучший источник raw → 5.10.7 (из 3)
2026-09-18 15:22:45,860 - INFO - [global] needs_update: local=(5, 10, 7) remote=(5, 10, 7) -> has_update=False
2026-09-18 15:22:45,861 - INFO - [global] Установлена последняя версия бота | 5.10.7
2026-09-18 15:22:46,614 - INFO - [global] [-BaseProfile-] Остановил слушалку
2026-09-18 15:23:15,883 - INFO - [global] Проверяю обновы...
2026-09-18 15:23:16,980 - DEBUG - [global] needs_update: raw → 5.10.7
2026-09-18 15:23:18,011 - DEBUG - [global] needs_update: API GitHub → 5.10.7
2026-09-18 15:23:18,956 - DEBUG - [global] needs_update: jsdelivr → 5.10.2
2026-09-18 15:23:18,956 - DEBUG - [global] needs_update: лучший источник raw → 5.10.7 (из 3)
2026-09-18 15:23:18,961 - INFO - [global] needs_update: local=(5, 10, 7) remote=(5, 10, 7) -> has_update=False
2026-09-18 15:23:18,962 - INFO - [global] Установлена последняя версия бота | 5.10.7
2026-09-18 15:23:28,942 - INFO - [global] LogUploader: запускаю upload_run_logs...
2026-09-18 15:23:28,944 - DEBUG - [global] log_uploader: START window=periodic made=-1 token=...Rjnfq
2026-09-18 15:23:28,945 - DEBUG - [global] log_uploader: STEP 1 SKIP (no C:\Users\PC\Desktop\L2Mauto\logs\periodic.log)
2026-09-18 15:23:28,946 - DEBUG - [global] log_uploader: STEP 2 SKIP (no PNGs)
2026-09-18 15:23:30,252 - DEBUG - [global] _api_put: GET runs/20260918_152328_fail_global.log -> 404
2026-09-18 15:23:32,164 - DEBUG - [global] _api_put: PUT runs/20260918_152328_fail_global.log -> 201 (18491 bytes)
2026-09-18 15:23:32,167 - DEBUG - [global] log_uploader: STEP 3 (global log) -> https://github.com/StarateJI/L2Mauto/blob/bot-logs/runs/20260918_152328_fail_global.log
2026-09-18 15:23:32,167 - DEBUG - [global] log_uploader: END window=periodic
2026-09-18 15:23:32,167 - INFO - [global] LogUploader: upload_run_logs завершён
2026-09-18 15:23:48,981 - INFO - [global] Проверяю обновы...
2026-09-18 15:23:49,941 - DEBUG - [global] needs_update: raw → 5.10.7
2026-09-18 15:23:50,895 - DEBUG - [global] needs_update: API GitHub → 5.10.7
2026-09-18 15:23:51,822 - DEBUG - [global] needs_update: jsdelivr → 5.10.2
2026-09-18 15:23:51,823 - DEBUG - [global] needs_update: лучший источник raw → 5.10.7 (из 3)
2026-09-18 15:23:51,827 - INFO - [global] needs_update: local=(5, 10, 7) remote=(5, 10, 7) -> has_update=False
2026-09-18 15:23:51,828 - INFO - [global] Установлена последняя версия бота | 5.10.7
2026-09-18 15:24:21,853 - INFO - [global] Проверяю обновы...
2026-09-18 15:24:22,838 - DEBUG - [global] needs_update: raw → 5.10.7
2026-09-18 15:24:23,862 - DEBUG - [global] needs_update: API GitHub → 5.10.7
2026-09-18 15:24:24,878 - DEBUG - [global] needs_update: jsdelivr → 5.10.2
2026-09-18 15:24:24,879 - DEBUG - [global] needs_update: лучший источник raw → 5.10.7 (из 3)
2026-09-18 15:24:24,883 - INFO - [global] needs_update: local=(5, 10, 7) remote=(5, 10, 7) -> has_update=False
2026-09-18 15:24:24,885 - INFO - [global] Установлена последняя версия бота | 5.10.7
2026-09-18 15:24:32,221 - INFO - [global] LogUploader: запускаю upload_run_logs...
2026-09-18 15:24:32,223 - DEBUG - [global] log_uploader: START window=periodic made=-1 token=...Rjnfq
2026-09-18 15:24:32,223 - DEBUG - [global] log_uploader: STEP 1 SKIP (no C:\Users\PC\Desktop\L2Mauto\logs\periodic.log)
2026-09-18 15:24:32,223 - DEBUG - [global] log_uploader: STEP 2 SKIP (no PNGs)
